109.22764	19.5598	11.91038
18.12331	31.80575	10.13793
3.02167	67.127	9.49168
60.15813	27.76805	5.46871
62.36016	31.25008	5.57157
71.65057	38.45959	5.56277
77.13316	82.05746	5.68073
84.1646	103.78941	6.13168
92.27502	129.13113	7.90051
61.70807	37.78133	5.58888
64.41916	40.46909	5.53744
50.86616	113.60632	8.76595
50.54201	112.30008	8.59084
99.47483	79.05382	9.05828
73.53811	0.4005	5.37386
73.06939	73.83601	5.49032
117.53481	30.18205	10.75404
91.88474	74.79574	5.44506
90.76216	100.35721	5.75891
53.51709	60.96429	4.86018
107.89159	51.70925	14.76543
76.42156	11.07508	5.20897
101.23327	3.68134	11.58654
69.85211	52.13558	5.61562
98.88338	52.38258	14.00349
98.97273	51.20345	14.09207
99.36995	83.03362	14.19903
86.06823	100.36559	5.86911
50.11694	14.43454	10.60578
113.26428	37.95677	11.0277
52.74789	59.92815	4.89545
45.63602	126.52223	8.78246
37.91095	5.21092	11.04108
61.69051	53.99574	5.51463
56.40284	65.85503	5.34239
53.24395	98.61626	4.93026
81.88766	122.30764	6.7363
20.52686	70.68658	9.95242
130.95648	69.62883	9.93771
99.17014	24.40211	14.16536
98.14758	18.19415	6.30876
76.19142	50.49159	5.5895
54.54366	129.38065	7.32617
50.53402	106.69097	9.50389
61.81741	64.91389	5.35287
90.63451	23.22057	5.43839
87.50613	47.27772	5.65859
52.76289	99.77526	4.66676
53.92774	61.86393	4.7675
86.6223	13.20461	5.32945
81.25107	11.9017	5.24185
85.19634	104.3697	6.39871
79.96992	65.75014	5.58755
47.21997	25.80438	12.50477
34.54562	3.84028	10.81666
20.2901	18.5511	10.28147
28.23751	10.68034	10.43742
4.68819	44.61777	9.91524
36.5813	13.83589	11.61655
51.17591	1.41554	5.15806
37.55476	17.50066	11.82771
48.25849	6.62875	11.83922
50.72194	2.96158	5.61961
30.98825	25.76604	10.97079
7.97572	50.43012	9.76497
13.45085	44.22389	9.9847
49.85396	6.10924	10.20997
13.89391	46.05062	9.8772
49.11821	8.57382	11.7818
55.85523	1.48908	5.41502
50.40126	7.92396	6.15896
3.24078	59.12479	9.68168
26.70271	34.61358	10.28145
56.11403	2.54432	5.43319
10.60831	56.55854	9.74982
2.98241	68.86562	9.48479
30.69967	39.39837	10.8623
56.14896	9.72421	5.34382
58.22327	9.6378	5.29035
53.68792	14.18638	4.7941
57.65906	11.30702	5.29291
50.58263	19.45125	7.06501
42.8871	30.17017	12.82938
8.84798	69.19325	9.70273
52.58591	19.78224	5.05843
29.03754	47.92298	10.80521
34.32987	42.79519	11.05946
19.45483	60.28566	9.85493
28.28668	50.46326	10.52048
42.60798	34.24633	12.54527
26.93443	53.39283	10.04585
51.1679	26.17107	5.23734
54.797	22.40481	5.33789
7.10622	77.35711	9.59162
58.33811	19.73559	5.4118
53.06128	27.65031	5.39809
50.86707	28.37283	6.0562
23.06769	62.7858	9.88811
26.81376	57.02874	10.15413
19.63519	68.62932	9.83241
50.40186	31.10217	6.24817
13.11266	75.96513	9.55374
50.37723	32.09387	8.93623
69.5977	10.83201	5.36443
7.82042	83.33214	9.46654
49.73795	35.95704	12.08907
78.59521	3.06352	5.52412
11.69498	83.83704	9.59576
22.50935	71.08508	9.95444
47.80713	40.82818	12.57721
71.47835	14.06059	5.36593
68.39049	15.76704	5.34685
55.41883	32.1495	5.48161
53.99787	37.20473	5.51406
44.4956	46.79362	12.20937
55.6059	34.18131	5.45607
32.8678	61.33543	10.54984
64.14547	22.84281	5.39882
13.9737	86.31702	9.69411
43.36593	52.95663	12.08432
26.35429	72.68621	10.1404
31.54687	68.66356	10.38317
82.312	10.48927	5.2798
51.61874	48.32623	5.26409
80.49397	15.55976	5.32242
68.5006	30.26156	5.55701
92.6047	1.0674	5.40829
28.09701	82.31607	10.07352
50.88953	53.18244	5.58382
55.74592	47.56612	4.95608
90.50395	3.55673	5.44139
46.63055	62.11915	13.35182
50.5431	56.27124	9.86585
53.39984	53.34529	5.49345
58.27781	48.27379	5.48053
91.0265	8.47648	5.18144
55.25735	55.07354	5.45448
32.62389	82.37454	10.24531
66.0704	41.2417	5.60954
57.40805	54.4781	5.49498
32.03092	86.26262	9.94581
63.52708	47.0873	5.57369
34.63313	85.35657	10.10892
51.1476	62.5379	5.90195
48.86758	67.82735	12.60338
98.83512	5.45554	12.97913
46.5228	71.98288	12.77477
51.06002	69.191	5.99445
53.42318	65.6162	4.82742
98.52988	7.51587	13.57276
53.4103	67.15494	5.36673
80.88009	29.93355	5.78334
98.57766	8.25018	13.35197
100.58914	5.02779	13.38295
47.60927	74.9572	12.81953
75.84105	39.1898	5.64654
56.2435	62.90632	5.50887
27.63186	104.76763	9.45319
49.61865	73.93228	11.93749
49.46571	77.08713	11.87175
30.93453	101.54249	9.42975
46.25962	80.25871	12.5863
52.28694	76.17516	5.51434
31.26374	103.66769	9.55527
100.89034	11.19352	16.02958
39.28556	94.13919	10.59355
50.08979	78.48707	10.55793
80.95024	38.52632	5.63565
70.86388	50.95496	5.5449
59.10328	72.43596	5.3121
52.58651	79.23551	5.38465
60.6888	71.89229	5.388
69.3353	60.51287	5.54533
85.25043	38.39328	5.65562
50.14597	86.31041	11.2821
69.9545	58.72644	5.49155
53.97737	81.33215	5.46265
88.49309	36.47814	5.63036
51.11729	90.7951	5.69516
103.19106	17.46193	15.9919
55.56256	82.81412	5.49081
76.95826	55.48529	5.69917
92.56728	33.0883	5.60841
52.27072	89.87312	5.56221
88.56479	37.76185	5.65299
43.67348	102.88052	10.46812
104.49767	17.03181	14.95843
108.17711	14.85675	11.54899
60.20202	80.73323	5.45964
104.31679	18.80726	15.07397
108.02177	15.93529	11.59514
77.2814	59.81807	5.53371
62.36962	81.46353	5.48262
42.04198	111.23765	9.53925
50.96874	100.07972	7.24134
81.10892	54.29662	5.59774
64.73095	80.52452	5.41512
78.51938	60.00324	5.58584
51.51352	98.83481	5.91302
42.36602	113.23803	9.62362
46.31687	108.31281	9.96791
52.30655	104.06557	5.68938
80.0271	63.44653	5.45546
51.99854	102.43099	5.08579
53.91232	99.10581	5.19279
43.6985	113.01873	9.41897
57.0476	96.14153	5.75435
109.01201	23.10243	12.00761
53.31772	106.08323	5.96001
118.05956	11.72055	10.96107
49.00536	113.14296	9.4944
110.98581	21.93402	11.55357
80.3121	70.2444	5.43947
43.68211	120.83321	9.01624
54.56633	107.64147	6.22
61.1768	99.95815	6.10298
50.99088	115.15379	8.69819
106.5629	32.35344	11.85068
63.83305	97.0304	6.00917
100.44429	42.25963	13.16241
103.95501	40.81718	11.84003
100.82752	46.43291	13.44016
52.17908	119.85332	6.42966
50.54092	124.41435	8.4608
100.14764	49.72279	14.75912
86.48418	72.84926	5.36588
54.85916	119.50378	6.37627
53.28784	124.47993	6.9277
57.68158	119.36887	6.38049
83.87742	81.33725	5.5297
90.69556	71.29414	5.3986
68.06719	106.15351	6.152
108.45088	46.06376	11.50062
105.55594	51.90609	15.28186
94.08941	71.94315	5.67498
74.34903	102.17503	5.59686
90.94582	78.0723	5.53504
100.86334	61.05348	13.85856
90.78083	81.30399	5.36771
109.53336	48.47562	11.6675
75.27826	103.92997	5.98084
77.09616	101.60311	6.04858
125.56971	26.13776	10.21072
60.6999	129.15359	7.32062
95.68649	77.35851	5.29439
113.97147	47.22939	11.01638
62.09991	131.24466	7.66309
83.2093	98.76585	6.00336
105.77104	60.24911	16.46243
107.87357	61.07886	14.37165
110.7744	56.19224	14.61098
116.77878	49.20524	10.85465
109.50315	62.1745	15.44316
99.58945	79.21465	13.07075
122.12325	42.2064	10.59309
68.31042	132.06952	7.70891
85.59989	103.63474	6.38744
100.00639	78.48753	11.05882
91.87756	93.65894	5.69451
101.22813	79.17873	12.46419
85.13027	107.40092	6.16853
99.98005	82.02949	14.45487
114.50082	59.82056	11.94067
88.11647	106.34877	6.30131
115.42725	60.00484	10.62174
112.44083	64.26968	16.11876
107.96416	76.98966	12.72657
136.0014	32.75435	9.94566
138.50763	28.60893	9.99607
82.86857	126.08382	6.81212
115.94256	69.0946	11.95351
99.71386	98.11968	12.731
123.82293	57.46336	10.60316
124.96338	54.53782	10.4788
106.71839	87.91693	13.66528
105.64092	92.80309	13.65836
87.44855	126.10384	6.93868
116.93136	74.18362	11.44218
126.6358	57.59814	10.52502
86.71319	130.57211	7.51118
107.76436	89.83997	13.39273
89.35382	127.76653	6.99814
120.20424	74.11589	10.96755
90.02275	130.28833	7.54739
91.77155	127.62298	7.08437
100.70177	110.18156	10.60788
102.38283	108.1138	11.24652
128.19849	61.67714	10.26396
123.65405	70.69785	10.71781
109.16158	97.641	11.07432
94.52987	126.97155	7.12965
104.00471	109.95895	9.83878
117.86293	85.55437	10.62462
97.02182	126.67756	6.79428
103.78627	114.24905	9.71463
142.86717	42.13046	10.00928
107.50087	108.86632	9.94141
108.2501	105.14114	10.01712
137.06866	56.75665	9.83213
113.69627	105.23107	9.91555
129.0927	78.2312	9.80371
134.81723	68.6151	9.79393
107.43086	120.40291	9.65971
118.46243	100.63813	9.91957
141.56473	58.17656	9.71915
136.67804	69.35583	9.61347
120.94783	98.09116	9.887
113.99838	114.7151	9.49918
115.50952	112.29812	9.77717
126.32684	92.51551	9.97534
144.85355	58.19516	9.82251
115.75077	117.02402	9.10744
135.78256	77.49188	9.52359
119.75671	111.42667	9.59144
113.63837	121.83892	9.16911
117.1889	116.5607	9.48484
137.957	77.09171	9.67161
122.59373	107.35646	9.88897
132.91034	92.01179	9.68703
142.43567	71.42729	9.77502
144.7937	74.23714	9.67751
134.96837	96.41122	9.73405
137.20557	94.22925	9.72169
139.12827	91.90072	9.65862
27.97773	8.90713	10.33414
10.98703	28.44431	10.05814
31.90404	14.47034	10.74986
36.75581	10.13784	11.12789
19.13558	30.73269	10.22582
44.21339	5.9539	12.09096
50.3515	2.17125	8.06866
26.88198	29.64177	10.42703
37.68541	19.65404	12.26026
16.35104	41.36024	10.0108
50.66587	5.16321	6.23346
51.03624	4.62134	4.92622
13.80525	48.33514	9.87
50.01454	10.4846	10.09447
56.28194	4.42079	5.31306
33.40965	30.17425	11.11781
50.19918	13.49948	7.81841
51.533	11.33884	5.21708
17.62299	51.20667	10.00771
48.39201	16.42796	12.90365
5.39247	64.68192	9.60545
51.07369	13.27748	5.42802
39.95224	27.4797	12.14789
15.84541	55.33193	9.87871
63.46798	2.36141	5.3833
23.36174	50.88261	10.20888
45.55531	24.47108	12.55791
50.57523	19.4773	9.54437
49.7731	21.9323	10.68929
15.2001	61.28419	9.69295
34.73344	39.98204	11.12379
48.12688	25.01618	12.38219
50.19032	22.3625	7.66177
64.76382	5.81294	5.36487
65.42237	7.04539	5.23889
70.68181	3.02995	5.43027
38.42461	39.83762	11.64422
49.36251	27.61548	10.29932
64.88104	10.46775	5.31456
14.45819	68.85947	10.16785
70.05118	5.1187	5.38264
49.65516	33.27929	12.09087
78.76082	0.8679	5.50673
41.68037	44.52565	11.89194
50.74746	33.78793	5.76544
38.68517	52.24936	11.50822
15.10822	80.59885	9.62072
50.31316	40.2025	7.10135
80.03057	4.6733	5.26816
13.24438	88.62103	9.26423
47.95087	47.35027	12.40605
77.39211	11.18022	5.10926
64.57512	29.08321	5.54053
50.94294	45.46274	9.09778
51.77598	45.74175	4.87875
54.26311	43.22082	5.23254
55.83647	39.4798	5.49429
82.79302	7.74879	5.31622
68.58268	25.49854	5.87605
50.37379	48.02901	10.95116
45.23559	55.57729	13.23967
50.10021	50.93928	11.36861
50.47601	50.61986	9.98907
81.21136	13.57127	5.27898
54.14599	46.76583	4.39454
30.40694	78.22122	10.16703
80.25745	17.73277	5.23047
83.68542	12.03401	5.15051
50.55728	53.41909	9.90807
80.87622	16.71254	5.27921
32.12064	79.24972	10.57602
59.86272	41.60938	5.5641
65.89799	36.57562	5.62787
86.58732	10.24671	5.30045
29.38277	84.26245	9.80434
54.48808	52.45577	5.46906
52.31133	54.65297	5.37796
